Anc_1.1	0	ON	1	1.1
Anc_1.2	1	ON	1	1.2
Anc_1.3	0	ON	1	1.3
Anc_1.4	1	ON	1	1.4
Anc_1.5	0	ON	1	1.5
Anc_1.6	0	ON	1	1.6
Anc_1.7	1	ON	1	1.7
Anc_1.8	0	ON	1	1.8
Anc_1.9	1	ON	1	1.9
Anc_1.10	0	ON	1	1.10
Anc_1.11	1	ON	1	1.11
Anc_1.12	1	ON	1	1.12
Anc_1.13	1	ON	1	1.13
Anc_1.14	0	ON	1	1.14
Anc_1.15	1	ON	1	1.15
Anc_1.16	0	ON	1	1.16
Anc_1.17	0	ON	1	1.17
Anc_1.18	1	ON	1	1.18
Anc_1.19	0	ON	1	1.19
Anc_1.20	0	ON	1	1.20
Anc_1.21	0	ON	1	1.21
Anc_1.21a	0	ON	1	1.21a
Anc_1.22	1	ON	1	1.22
Anc_1.23	1	ON	1	1.23
Anc_1.24	1	ON	1	1.24
Anc_1.25	1	ON	1	1.25
Anc_1.26	1	ON	1	1.26
Anc_1.27	0	ON	1	1.27
Anc_1.28	0	ON	1	1.28
Anc_1.29	0	ON	1	1.29
Anc_1.30	0	ON	1	1.30
Anc_1.31	0	ON	1	1.31
Anc_1.32	0	ON	1	1.32
Anc_1.33	1	ON	1	1.33
Anc_1.34	1	ON	1	1.34
Anc_1.35	0	ON	1	1.35
Anc_1.36	0	ON	1	1.36
Anc_1.37	1	ON	1	1.37
Anc_1.38	0	ON	1	1.38
Anc_1.39	1	ON	1	1.39
Anc_1.40	0	ON	1	1.40
Anc_1.41	1	ON	1	1.41
Anc_1.42	1	ON	1	1.42
Anc_1.43	0	ON	1	1.43
Anc_1.44	0	ON	1	1.44
Anc_1.45	0	ON	1	1.45
Anc_1.46	0	ON	1	1.46
Anc_1.47	1	ON	1	1.47
Anc_1.48	1	ON	1	1.48
Anc_1.49	0	ON	1	1.49
Anc_1.50	0	ON	1	1.50
Anc_1.51	1	ON	1	1.51
Anc_1.52	1	ON	1	1.52
Anc_1.53	0	ON	1	1.53
Anc_1.trna1L	1	ON	1	tL-CAA
Anc_1.54	1	ON	1	1.54
Anc_1.55	1	ON	1	1.55
Anc_1.56	0	ON	1	1.56
Anc_1.57	1	ON	1	1.57
Anc_1.58	1	ON	1	1.58
Anc_1.59	0	ON	1	1.59
Anc_1.60	1	ON	1	1.60
Anc_1.61	0	ON	1	1.61
Anc_1.62	1	ON	1	1.62
Anc_1.63	0	ON	1	1.63
Anc_1.64	1	ON	1	1.64
Anc_1.65	1	ON	1	1.65
Anc_1.66	1	ON	1	1.66
Anc_1.67	1	ON	1	1.67
Anc_1.68	1	ON	1	1.68
Anc_1.69	0	ON	1	1.69
Anc_1.70	0	ON	1	1.70
Anc_1.71	1	ON	1	1.71
Anc_1.72	1	ON	1	1.72
Anc_1.73	1	ON	1	1.73
Anc_1.74	1	ON	1	1.74
Anc_1.75	0	ON	1	1.75
Anc_1.76	1	ON	1	1.76
Anc_1.77	1	ON	1	1.77
Anc_1.77a	0	ON	1	1.77a
