YAL069W	1	335	649	OFF	1	YAL069W	(335..649)	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
YAL068W-A	1	538	792	OFF	1	YAL068W-A	(538..792)	Dubious open reading frame unlikely to encode a protein; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YAL068C	0	1807	2169	ON	1	PAU8	complement(1807..2169)	Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions
YAL067W-A	1	2480	2707	OFF	1	YAL067W-A	(2480..2707)	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
YAL067C	0	7235	9016	ON	1	SEO1	complement(7235..9016)	Putative permease, member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide
YAL066W	1	10091	10399	OFF	1	YAL066W	(10091..10399)	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
YAL065C	0	11565	11951	ON	1	YAL065C	complement(11565..11951)	Putative protein of unknown function; has homology to FLO1; possible pseudogene
YAL064W-B	1	12046	12426	ON	1	YAL064W-B	(12046..12426)	Fungal-specific protein of unknown function
YAL064C-A	0	13363	13743	ON	1	TDA8	complement(13363..13743)	Putative protein of unknown function; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene
YAL064W	1	21566	21850	ON	1	YAL064W	(21566..21850)	Protein of unknown function; may interact with ribosomes, based on co-purification experiments
YAL063C-A	0	22395	22685	OFF	1	YAL063C-A	complement(22395..22685)	Putative protein of unknown function; identified by expression profiling and mass spectrometry
YAL063C	0	24000	27968	ON	1	FLO9	complement(24000..27968)	Lectin-like protein with similarity to Flo1p, thought to be expressed and involved in flocculation
YAL062W	1	31567	32940	ON	1	GDH3	(31567..32940)	NADP(+)-dependent glutamate dehydrogenase, synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources
YAL061W	1	33448	34701	ON	1	BDH2	(33448..34701)	Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3
