NCAS0A00100	0	351	1271	ON	1	A00100	complement(351..1271)	 
NCAS0A00110	0	2003	2272	ON	1	A00110	complement(2003..2272)	 
NCAS0A00120	0	3020	3643	ON	1	A00120	complement(3020..3643)	 
NCAS0A00130	1	6067	6759	ON	1	A00130	(6067..6759)	 
NCAS0A00140	0	7200	10586	ON	1	A00140	complement(7200..10586)	 
NCAS0A00150	1	12649	15027	ON	1	A00150	(12649..15027)	Anc_1.131 YJL204C
NCAS0A00160	1	15689	21661	ON	1	A00160	(15689..21661)	Anc_1.127 YJL207C
NCAS0A00170	1	21915	22901	ON	1	A00170	(21915..22901)	Anc_1.126 YJL208C
NCAS0A00180	0	23008	25014	ON	1	A00180	complement(23008..25014)	Anc_1.125 YJL209W
NCAS0A00190	1	25790	26797	ON	1	A00190	(25790..26797)	Anc_1.15 YCL051W
NCAS0A00200	0	27023	27412	ON	1	A00200	complement(27023..27412)	Anc_1.16 YDR529C
NCAS0A00210	0	27640	28623	ON	1	A00210	complement(27640..28623)	Anc_1.17 YCL050C
NCAS0A00220	1	29048	30217	ON	1	A00220	(29048..30217)	Anc_1.18 YDR531W
NCAS0A00230	0	32748	33881	ON	1	A00230	complement(32748..33881)	Anc_1.19 YDR532C
NCAS0A00240	0	34644	35984	ON	1	A00240	complement(34644..35984)	Anc_1.20 YDR527W
NCAS0A00250	0	36200	36439	ON	1	A00250	complement(36200..36439)	Anc_1.21 
NCAS0A00260	1	36850	37092	ON	1	A00260	(36850..37092)	
NCAS0A00270	1	37484	40117	ON	1	A00270	(37484..40117)	Anc_1.23 
NCAS0A00280	1	40406	42013	ON	1	A00280	(40406..42013)	Anc_1.24 
NCAS0A00290	1	42329	43705	ON	1	A00290	(42329..43705)	Anc_1.25 YCL048W
NCAS0A00300	1	43991	46324	ON	1	A00300	(43991..46324)	Anc_1.26 YDR520C
NCAS0A00310	0	47425	47820	ON	1	A00310	complement(47425..47820)	Anc_1.28 
NCAS0A00320	0	48114	49760	ON	1	A00320	complement(48114..49760)	Anc_1.31 YCL043C
NCAS0A00330	0	49975	51102	ON	1	A00330	complement(49975..51102)	Anc_1.32 YDR517W
NCAS0A00340	1	51577	53136	ON	1	A00340	(51577..53136)	Anc_1.33 
NCAS0A00350	1	53306	54781	ON	1	A00350	(53306..54781)	Anc_1.37 
NCAS0A00360	0	54875	55291	ON	1	A00360	complement(54875..55291)	Anc_1.38 YCL035C
NCAS0A00370	1	55533	55796	ON	1	A00370	(55533..55796)	Anc_1.41 YDR512C
NCAS0A00380	0	55944	56375	ON	1	A00380	complement(55944..56375)	Anc_1.44 YDR511W
NCAS0A00390	1	56612	57727	ON	1	A00390	(56612..57727)	
NCAS0A00400	1	59608	60720	ON	1	A00400	(59608..60720)	 
NCAS0A00410	0	61082	62014	ON	1	A00410	complement(61082..62014)	 
NCAS0A00420	0	62649	64688	ON	1	A00420	complement(62649..64688)	Anc_1.50 
NCAS0A00430	1	66142	68253	ON	1	A00430	(66142..68253)	Anc_1.55 YDR505C
NCAS0A00440	1	68706	69521	ON	1	A00440	(68706..69521)	Anc_1.57 
NCAS0A00450	1	69818	70981	ON	1	A00450	(69818..70981)	Anc_1.58 YDR502C
NCAS0A00460	0	71272	72822	ON	1	A00460	complement(71272..72822)	Anc_1.61 YDR501W
NCAS0A00470	1	73303	73974	ON	1	A00470	(73303..73309,73712..73974)	Anc_1.62 YDR500C
NCAS0A00480	0	74099	76303	ON	1	A00480	complement(74099..76303)	Anc_1.63 YDR499W
NCAS0A00490	0	76652	78514	ON	1	A00490	complement(76652..78514)	 
NCAS0A00500	1	78733	79491	ON	1	A00500	(78733..79491)	Anc_1.64 
NCAS0A00510	1	79776	81743	ON	1	A00510	(79776..81743)	Anc_1.65 YNL279W
NCAS0A00520	1	81963	84902	ON	1	A00520	(81963..84902)	Anc_1.66 
NCAS0A00530	0	87374	88489	ON	1	A00530	complement(87374..88489)	 
NCAS0A00540	1	90373	91803	ON	1	A00540	(90373..91803)	Anc_1.68 
NCAS0A00550	1	92249	94066	ON	1	A00550	(92249..94066)	Anc_1.73 YNL275W
NCAS0A00560	0	94157	95209	ON	1	A00560	complement(94157..95209)	Anc_1.75 
NCAS0A00570	1	96044	99742	ON	1	A00570	(96044..99742)	Anc_1.79 YNL273W
