Y1000_ID	YGOB_ID	BLASTP_Subject	BLASTP_Percent_id	BLAT_Subject	BLAT_Percent_id
g000001.m1	YAL068C	100.000	YAL068C	100.00
g000002.m1	YAL067C	100.000	YAL067C	100.00
g000003.m1	YHR211W	83.235	YAL063C	90.36
g000004.m1	YAL064C-A	89.683	YAL064C-A	100.00
g000005.m1	YAL063C	100.000	YAL063C	100.00
g000006.m1	YAL062W	100.000	YAL062W	100.00
g000007.m1	YAL061W	100.000	YAL061W	100.00
g000008.m1	YAL060W	100.000	YAL060W	100.00
g000009.m1	YAL059W	100.000	YAL059W	100.00
g000010.m1	YAL058W	100.000	YAL058W	100.00
g000011.m1	YAL056W	100.000	YAL056W	100.00
g000012.m1	YAL055W	100.000	YAL055W	100.00
g000013.m1	YAL054C	100.000	YAL054C	100.00
g000014.m1	YAL053W	100.000	YAL053W	100.00
g000015.m1	YAL051W	100.000	YAL051W	100.00
g000016.m1	YAL049C	100.000	YAL049C	100.00
g000017.m1	YAL048C	100.000	YAL048C	100.00
g000018.m1	YAL047C	100.000	YAL047C	100.00
g000019.m1	YAL046C	100.000	YAL046C	100.00
g000020.m1	YAL044W-A	100.000	YAL044W-A	100.00
g000021.m1	YAL044C	100.000	YAL044C	100.00
g000022.m1	YAL043C	100.000	YAL043C	100.00
g000023.m1	YAL042W	100.000	YAL042W	100.00
g000024.m1	YAL041W	100.000	YAL041W	100.00
g000025.m1	YAL040C	100.000	YAL040C	100.00
g000026.m1	YAL039C	100.000	YAL039C	100.00
g000027.m1	YAL038W	100.000	YAL038W	100.00
g000028.m1	YAL037W	100.000	YAL037W	100.00
g000029.m1	YAL036C	100.000	YAL036C	100.00
g000030.m1	YAL035W	100.000	YAL035W	100.00
g000031.m1	YAL034W-A	100.000	YAL034W-A	100.00
g000032.m1	YAL034C	100.000	YAL034C	100.00
g000033.m1	YAL033W	100.000	YAL033W	100.00
g000034.m1	YAL032C	100.000	YAL032C	100.00
g000035.m1	YAL031C	100.000	YAL031C	100.00
g000036.m1	YAL030W	100.000	YAL030W	100.00
g000037.m1	YAL029C	100.000	YAL029C	100.00
g000038.m1	YAL028W	100.000	YAL028W	100.00
g000039.m1	YAL027W	100.000	YAL027W	100.00
g000040.m1	YAL026C	100.000	YAL026C	100.00
g000041.m1	YAL025C	100.000	YAL025C	100.00
g000042.m1	YAL024C	100.000	YAL024C	100.00
g000043.m1	YAL023C	100.000	YAL023C	100.00
g000044.m1	YAL022C	100.000	YAL022C	100.00
g000045.m1	YAL021C	100.000	YAL021C	100.00
g000046.m1	YAL020C	100.000	YAL020C	100.00
g000047.m1	YAL019W	100.000	YAL019W	100.00
g000048.m1	YAL018C	100.000	YAL018C	100.00
g000049.m1	YAL017W	100.000	YAL017W	100.00
g000050.m1	YAL016W	100.000	YAL016W	100.00
g000051.m1	YAL015C	100.000	YAL015C	100.00
g000052.m1	YAL014C	100.000	YAL014C	100.00
g000053.m1	YAL013W	100.000	YAL013W	100.00
g000054.m1	YAL012W	100.000	YAL012W	100.00
g000055.m1	YAL011W	100.000	YAL011W	100.00
g000056.m1	YAL010C	100.000	YAL010C	100.00
