Y1000_ID	YGOB_ID	BLASTP_Subject	BLASTP_Percent_id	BLAT_Subject	BLAT_Percent_id
g000001.m1	Kwal_55.21215	100.000	Kwal_55.21215	100.00
g000002.m1	Kwal_55.21217	99.620	Kwal_55.21217	100.00
g000003.m1	Kwal_55.21219	100.000	Kwal_55.21219	100.00
g000004.m1	Kwal_55.21222	100.000	Kwal_55.21222	100.00
g000005.m1	Kwal_55.21226	98.830	Kwal_55.21226	100.00
g000006.m1	Kwal_55.21227	100.000	Kwal_55.21227	100.00
g000007.m1	Kwal_55.21229	100.000	Kwal_55.21229	100.00
g000008.m1	Kwal_55.21238	100.000	Kwal_55.21238	100.00
g000009.m1	Kwal_55.21240	100.000	Kwal_55.21240	100.00
g000010.m1	Kwal_55.21246	100.000	Kwal_55.21246	100.00
g000011.m1	Kwal_55.21247	100.000	Kwal_55.21247	100.00
g000012.m1	Kwal_55.21248	100.000	Kwal_55.21248	100.00
g000013.m1	Kwal_55.21250	100.000	Kwal_55.21250	100.00
g000014.m1	Kwal_55.21254	100.000	Kwal_55.21254	100.00
g000016.m1	Kwal_55.21267	100.000	Kwal_55.21267	100.00
g000017.m1	Kwal_55.21268	100.000	Kwal_55.21268	100.00
g000018.m1	Kwal_55.21273	100.000	Kwal_55.21273	100.00
g000019.m1	Kwal_55.21278	100.000	Kwal_55.21278	100.00
g000020.m1	Kwal_55.21284	100.000	Kwal_55.21284	100.00
g000021.m1	Kwal_55.21287	100.000	Kwal_55.21287	100.00
g000022.m1	Kwal_55.21289	100.000	Kwal_55.21289	100.00
g000023.m1	Kwal_55.21293	100.000	Kwal_55.21293	100.00
g000024.m1	Kwal_55.21295	100.000	Kwal_55.21295	100.00
g000025.m1	Kwal_55.21303	100.000	Kwal_55.21303	100.00
g000026.m1	Kwal_55.21309	100.000	Kwal_55.21309	100.00
g000027.m1	Kwal_55.21316	100.000	Kwal_55.21316	100.00
g000028.m1	Kwal_55.21322	100.000	Kwal_55.21322	100.00
